W/T,imageID,C,style,sex,surveyID,train/vali,R_id
W,03522,80,powersuit,W,132380,vali,63644.0
W,18094,60,space,W,016328,vali,
W,07445,80,bodyconscious,W,004843,vali,
W,12599,60,mods,M,079571,vali,
W,15120,60,mods,M,121335,vali,63381.0
W,00625,80,bodyconscious,W,127174,vali,63516.0
T,05321,50,classic,W,100447,vali,61327.0
W,17655,80,bold,M,140955,vali,64050.0
W,15375,80,bold,M,114897,vali,62904.0
W,06522,50,ivy,M,107736,vali,62203.0
W,15295,60,mods,M,199586,vali,66563.0
W,15248,50,ivy,M,139628,vali,63989.0
W,27765,60,mods,M,207594,vali,66842.0
W,04245,70,hippie,M,149978,vali,64466.0
T,05321,50,classic,W,115036,vali,62913.0
W,01549,50,ivy,M,087693,vali,
W,12567,60,mods,M,007364,vali,
W,07316,00,metrosexual,M,214101,vali,67101.0
W,06895,00,metrosexual,M,216380,vali,67224.0
W,20986,70,disco,W,099780,vali,
W,06955,10,sportivecasual,M,031769,vali,
W,25235,60,mods,M,160118,vali,64779.0
W,03717,10,athleisure,W,105700,vali,61974.0
W,01853,60,mods,M,146412,vali,64286.0
W,16851,10,sportivecasual,M,146359,vali,64285.0
W,04678,50,ivy,M,088100,vali,
W,17305,70,hippie,M,180176,vali,65436.0
W,17796,00,metrosexual,M,060369,vali,
W,02557,00,ecology,W,123523,vali,63435.0
W,11262,00,oriental,W,153723,vali,64591.0
W,10823,50,ivy,M,040156,vali,
W,14055,60,minimal,W,010779,vali,
W,27138,60,mods,M,128605,vali,63547.0
W,06533,60,mods,M,114629,vali,62879.0
W,16347,70,hippie,M,139824,vali,63998.0
W,19520,50,feminine,W,139047,vali,63959.0
W,06626,00,metrosexual,M,043790,vali,
W,53446,80,bold,M,189454,vali,65956.0
W,04324,90,hiphop,M,108465,vali,62264.0
W,14828,50,classic,W,197737,vali,66513.0
W,22783,70,hippie,W,001634,vali,
W,19559,00,oriental,W,130046,vali,63583.0
W,14221,80,bodyconscious,W,126496,vali,63502.0
T,14538,00,cityglam,W,079785,vali,
W,30403,60,mods,M,145555,vali,64252.0
W,00012,50,ivy,M,049371,vali,
W,16219,70,hippie,M,126678,vali,63505.0
W,16219,70,hippie,M,045789,vali,
W,08139,10,athleisure,W,098577,vali,
W,29942,50,ivy,M,146128,vali,64280.0
W,13254,80,powersuit,W,063142,vali,
W,12393,50,ivy,M,137505,vali,63904.0
W,06531,60,mods,M,041495,vali,
W,28338,80,powersuit,W,040725,vali,
T,01123,90,hiphop,M,201603,vali,66640.0
W,16851,10,sportivecasual,M,137545,vali,63910.0
W,09475,00,cityglam,W,206968,vali,66821.0
W,07877,70,disco,W,033908,vali,
W,45137,00,ecology,W,136367,vali,63805.0
W,16219,70,hippie,M,234231,vali,68038.0
W,15662,19,normcore,M,144672,vali,64216.0
T,08886,19,normcore,W,195214,vali,66400.0
W,09479,70,hippie,W,086549,vali,
W,62313,00,oriental,W,171926,vali,65071.0
W,15319,50,ivy,M,012683,vali,
W,02728,60,mods,M,138104,vali,63928.0
W,18730,50,feminine,W,091174,vali,
W,14102,50,feminine,W,179210,vali,65392.0
W,10504,00,oriental,W,039087,vali,
W,02677,60,mods,M,090569,vali,
W,06522,50,ivy,M,001984,vali,
W,25411,70,hippie,M,218142,vali,67326.0
W,12247,80,bold,M,123223,vali,63428.0
W,11262,00,oriental,W,135584,vali,63761.0
W,06533,60,mods,M,094789,vali,
W,52231,50,ivy,M,036546,vali,
T,15225,80,bodyconscious,W,087630,vali,
W,00073,50,ivy,M,138813,vali,63952.0
W,05653,80,bodyconscious,W,044534,vali,
W,06867,60,mods,M,122633,vali,63413.0
W,13535,80,powersuit,W,012454,vali,
W,18249,50,feminine,W,140627,vali,64036.0
W,01273,90,lingerie,W,131177,vali,63613.0
T,21992,70,hippie,M,041360,vali,
W,15248,50,ivy,M,133737,vali,63716.0
W,16693,70,hippie,M,015071,vali,
W,34093,60,minimal,W,167044,vali,64952.0
W,09551,00,cityglam,W,029485,vali,
W,11903,00,oriental,W,107270,vali,62177.0
W,19003,50,feminine,W,129274,vali,63566.0
W,02936,00,metrosexual,M,144753,vali,64221.0
W,17443,90,hiphop,M,122211,vali,63405.0
T,06557,90,hiphop,W,088882,vali,
W,44918,60,minimal,W,015245,vali,
W,32800,60,mods,M,147671,vali,64337.0
W,16578,90,hiphop,M,055889,vali,
W,15791,70,hippie,M,023842,vali,
W,37491,70,military,W,158666,vali,64747.0
W,03144,50,classic,W,081161,vali,
W,24211,70,hippie,M,150728,vali,64495.0
W,01179,10,sportivecasual,W,123084,vali,63425.0
W,19833,50,ivy,M,063285,vali,
W,12460,60,mods,M,088192,vali,
W,02275,70,disco,W,123528,vali,63435.0
W,04622,60,mods,M,001059,vali,
W,26211,50,ivy,M,104632,vali,61859.0
W,11266,60,popart,W,135572,vali,63761.0
W,02677,60,mods,M,119439,vali,63296.0
W,16446,10,sportivecasual,M,085357,vali,
W,27850,50,ivy,M,108778,vali,62291.0
W,17697,50,ivy,M,115737,vali,62987.0
W,19833,50,ivy,M,067942,vali,
W,03842,50,feminine,W,021040,vali,
W,12746,00,metrosexual,M,088515,vali,
W,03959,50,classic,W,042427,vali,
W,15701,90,hiphop,M,101931,vali,61493.0
W,32233,00,metrosexual,M,147091,vali,64310.0
W,01294,10,sportivecasual,W,086561,vali,
W,08977,19,normcore,W,127294,vali,63520.0
W,13354,50,feminine,W,098384,vali,
W,18506,80,bodyconscious,W,132397,vali,63644.0
W,27700,70,hippie,M,040208,vali,
W,58887,00,metrosexual,M,196770,vali,66469.0
W,10112,50,ivy,M,095755,vali,
W,34952,19,genderless,W,154025,vali,64598.0
W,06883,60,mods,M,137673,vali,63913.0
W,16630,50,ivy,M,088510,vali,
W,22239,60,space,W,085256,vali,
W,28563,90,hiphop,M,071555,vali,
W,04854,50,feminine,W,079780,vali,
W,19520,50,feminine,W,079747,vali,
T,04636,90,hiphop,W,064091,vali,
W,07226,90,hiphop,M,026093,vali,
W,06985,00,metrosexual,M,069371,vali,
W,05312,80,bodyconscious,W,061539,vali,
W,09307,60,popart,W,125185,vali,63473.0
W,12067,00,ecology,W,132390,vali,63644.0
W,09152,60,mods,M,060373,vali,
W,25209,90,hiphop,M,152997,vali,64567.0
W,02095,60,popart,W,129665,vali,63574.0
W,13574,90,hiphop,W,002421,vali,
W,52231,50,ivy,M,179527,vali,65409.0
W,09119,60,mods,M,077208,vali,
W,14299,70,disco,W,089417,vali,
W,02962,10,sportivecasual,M,135894,vali,63769.0
W,24573,00,metrosexual,M,070185,vali,
W,29023,00,metrosexual,M,071389,vali,
W,01234,10,sportivecasual,W,008637,vali,
W,33329,50,ivy,M,159768,vali,64772.0
W,08262,50,feminine,W,127992,vali,63535.0
W,10253,90,grunge,W,105731,vali,61974.0
W,19559,00,oriental,W,023650,vali,
W,08866,10,sportivecasual,W,124249,vali,63452.0
W,10779,50,ivy,M,083132,vali,
W,02394,10,sportivecasual,W,002431,vali,
W,10686,50,classic,W,131765,vali,63627.0
W,15486,00,metrosexual,M,120844,vali,63369.0
W,03224,50,feminine,W,082422,vali,
W,39793,80,powersuit,W,197765,vali,66513.0
W,14796,60,minimal,W,129070,vali,63562.0
W,03791,70,disco,W,130847,vali,63604.0
W,06814,60,mods,M,144816,vali,64223.0
W,06011,80,powersuit,W,130211,vali,63586.0
W,09577,19,lounge,W,132376,vali,63644.0
W,09376,00,cityglam,W,006772,vali,
W,00191,10,sportivecasual,W,124333,vali,63454.0
W,14787,60,minimal,W,093831,vali,
W,24211,70,hippie,M,146338,vali,64285.0
W,15756,70,hippie,M,013297,vali,
W,00492,50,ivy,M,129541,vali,63571.0
W,12315,80,bold,M,045483,vali,
W,17796,00,metrosexual,M,218047,vali,67321.0
W,14570,60,minimal,W,092548,vali,
W,15766,00,metrosexual,M,092693,vali,
W,12635,70,hippie,M,094249,vali,
W,01236,10,sportivecasual,W,119234,vali,63283.0
W,16704,00,metrosexual,M,114408,vali,62868.0
W,17310,70,hippie,M,166554,vali,64943.0
W,10510,60,space,W,124786,vali,63463.0
W,15294,50,ivy,M,133374,vali,63708.0
W,15729,90,hiphop,M,160246,vali,64783.0
W,02392,50,feminine,W,022890,vali,
W,16247,70,hippie,M,122059,vali,63401.0
T,21988,70,hippie,M,005311,vali,
W,08691,10,sportivecasual,W,028591,vali,
W,44232,90,kitsch,W,171925,vali,65071.0
W,12260,80,bold,M,185672,vali,65704.0
W,11024,70,hippie,M,069186,vali,
W,10104,60,mods,M,056525,vali,
W,05917,60,space,W,075235,vali,
W,10107,60,mods,M,031041,vali,
W,18249,50,feminine,W,127727,vali,63529.0
W,07121,80,bold,M,032593,vali,
W,28141,19,normcore,M,112376,vali,62653.0
W,00012,50,ivy,M,088058,vali,
W,11509,80,bodyconscious,W,004443,vali,
W,32407,60,mods,M,212355,vali,67030.0
W,01075,10,sportivecasual,W,013460,vali,
W,52521,50,ivy,M,192771,vali,66230.0
W,24598,80,bold,M,146673,vali,64295.0
W,15998,80,bold,M,039398,vali,
W,16075,80,bold,M,106858,vali,62130.0
W,47408,80,powersuit,W,148431,vali,64372.0
W,04638,00,metrosexual,M,045518,vali,
W,12746,00,metrosexual,M,107533,vali,62194.0
T,21992,70,hippie,M,233716,vali,67975.0
W,18992,70,military,W,042127,vali,
T,16485,10,sportivecasual,M,092309,vali,
W,26965,90,hiphop,M,153139,vali,64571.0
W,26200,50,ivy,M,118313,vali,63195.0
W,12803,70,hippie,M,196352,vali,66445.0
W,10103,19,normcore,M,049370,vali,
W,22239,60,space,W,146562,vali,64292.0
W,17616,70,hippie,M,105861,vali,61992.0
W,33329,50,ivy,M,145665,vali,64257.0
W,06148,50,ivy,M,026443,vali,
W,10722,60,space,W,123304,vali,63430.0
W,08913,10,athleisure,W,141671,vali,64079.0
W,12342,80,bold,M,021114,vali,
W,04212,50,ivy,M,144231,vali,64204.0
W,14102,50,feminine,W,166377,vali,64939.0
W,16466,10,sportivecasual,M,045793,vali,
W,11144,00,metrosexual,M,045792,vali,
W,03992,70,punk,W,128763,vali,63552.0
T,10510,60,minimal,W,206464,vali,66809.0
W,12567,60,mods,M,026065,vali,
W,06864,10,sportivecasual,M,036991,vali,
W,01020,50,feminine,W,223861,vali,67557.0
W,18057,50,classic,W,061964,vali,
W,02701,60,mods,M,019345,vali,
W,08886,10,athleisure,W,003147,vali,
W,17532,70,hippie,M,128887,vali,63557.0
W,13656,80,powersuit,W,043591,vali,
W,10783,50,ivy,M,020857,vali,
W,05181,50,feminine,W,194558,vali,66380.0
W,40875,70,punk,W,019982,vali,
W,34436,60,space,W,034407,vali,
W,16047,70,hippie,M,088537,vali,
W,08839,10,athleisure,W,086545,vali,
W,17235,60,mods,M,121687,vali,63392.0
W,31823,19,normcore,M,080010,vali,
W,12112,80,bold,M,102083,vali,61506.0
W,25194,00,metrosexual,M,104662,vali,61859.0
W,09479,70,hippie,W,113883,vali,62808.0
W,14914,50,feminine,W,161224,vali,64810.0
W,17304,70,hippie,M,108255,vali,62251.0
W,05653,80,bodyconscious,W,128104,vali,63537.0
W,24685,80,bold,M,149896,vali,64460.0
W,48457,60,minimal,W,104161,vali,61765.0
W,02170,50,feminine,W,141706,vali,64083.0
W,09119,60,mods,M,104658,vali,61859.0
W,12564,00,metrosexual,M,071556,vali,
W,16485,00,metrosexual,M,129546,vali,63571.0
W,09295,50,classic,W,131403,vali,63617.0
W,30290,50,ivy,M,151060,vali,64504.0
W,25209,90,hiphop,M,156803,vali,64698.0
T,09277,19,lounge,W,205051,vali,66761.0
W,08621,00,cityglam,W,128147,vali,63538.0
W,52140,70,hippie,M,191703,vali,66146.0
W,38656,10,sportivecasual,W,158586,vali,64745.0
W,27899,70,hippie,M,182024,vali,65516.0
W,04670,10,sportivecasual,M,046995,vali,
W,08839,10,athleisure,W,008170,vali,
W,00709,60,popart,W,005100,vali,
T,21986,70,hippie,M,005295,vali,
W,06190,60,mods,M,213168,vali,67063.0
W,05818,90,lingerie,W,011136,vali,
W,01886,70,hippie,W,123014,vali,63424.0
W,27750,60,mods,M,146696,vali,64295.0
W,16738,50,ivy,M,139703,vali,63992.0
W,26200,50,ivy,M,076689,vali,
W,03717,10,athleisure,W,123026,vali,63424.0
W,10820,50,ivy,M,021427,vali,
W,18202,60,minimal,W,130333,vali,63590.0
W,12092,80,bold,M,055414,vali,
W,20986,70,disco,W,087179,vali,
W,14512,60,minimal,W,021203,vali,
W,34093,60,minimal,W,106019,vali,62011.0
W,06814,60,mods,M,064699,vali,
W,19356,50,feminine,W,102891,vali,61618.0
W,17032,10,sportivecasual,M,125565,vali,63481.0
W,19352,50,feminine,W,145878,vali,64267.0
W,01387,50,feminine,W,088360,vali,
W,32136,50,ivy,M,148236,vali,64359.0
W,05526,10,sportivecasual,W,116562,vali,63057.0
W,09747,19,normcore,W,003863,vali,
W,09277,10,sportivecasual,M,147676,vali,64337.0
W,04629,90,hiphop,M,001312,vali,
W,04522,50,ivy,M,188664,vali,65896.0
W,16624,90,hiphop,M,078851,vali,
W,12773,50,ivy,M,108253,vali,62251.0
W,15684,70,hippie,M,082349,vali,
W,10510,60,space,W,108712,vali,62287.0
W,03569,10,sportivecasual,W,036284,vali,
W,06011,80,powersuit,W,097966,vali,
W,11235,50,classic,W,013988,vali,
W,32407,60,mods,M,030703,vali,
W,34027,10,sportivecasual,W,011521,vali,
W,04522,50,ivy,M,122591,vali,63413.0
T,11680,80,powersuit,W,193043,vali,66260.0
W,09085,60,minimal,W,102675,vali,61578.0
W,10125,70,hippie,M,109548,vali,62365.0
W,17783,80,bold,M,102481,vali,61549.0
W,07099,50,ivy,M,168205,vali,64979.0
W,07316,00,metrosexual,M,116603,vali,63060.0
W,18080,90,kitsch,W,130767,vali,63601.0
W,17944,70,hippie,M,081369,vali,
W,15071,00,cityglam,W,032070,vali,
W,23964,60,mods,M,204282,vali,66741.0
W,14357,70,disco,W,130831,vali,63604.0
W,16341,60,mods,M,053267,vali,
W,41158,10,sportivecasual,W,109685,vali,62386.0
W,08837,10,sportivecasual,W,088583,vali,
W,11262,00,oriental,W,004086,vali,
W,06786,70,hippie,M,147047,vali,64308.0
W,16121,80,bold,M,147898,vali,64346.0
W,15499,70,hippie,M,118405,vali,63207.0
W,25909,10,sportivecasual,M,168647,vali,64991.0
W,12312,80,bold,M,096808,vali,
W,49765,50,ivy,M,087388,vali,
W,27040,80,bold,M,116048,vali,63026.0
W,08837,10,sportivecasual,W,125757,vali,63486.0
W,18094,60,space,W,025665,vali,
W,12460,60,mods,M,047074,vali,
W,16541,50,ivy,M,104965,vali,61892.0
W,09551,00,cityglam,W,079744,vali,
T,06910,50,classic,W,208342,vali,66862.0
W,06786,70,hippie,M,093013,vali,
W,12106,80,bold,M,102054,vali,61506.0
W,29258,80,bold,M,161980,vali,64832.0
W,26211,50,ivy,M,061312,vali,
W,16104,60,mods,M,214737,vali,67125.0
W,13535,80,powersuit,W,010464,vali,
W,15762,70,hippie,M,021689,vali,
W,19833,50,ivy,M,062998,vali,
W,44330,10,sportivecasual,W,099248,vali,
W,16503,70,hippie,M,122697,vali,63415.0
W,16819,00,metrosexual,M,045667,vali,
W,00624,80,bodyconscious,W,027882,vali,
T,06148,80,bold,M,213956,vali,67098.0
W,24130,60,mods,M,201837,vali,66654.0
W,13696,90,kitsch,W,029852,vali,
W,24717,60,mods,M,047930,vali,
W,09085,60,minimal,W,125493,vali,63479.0
W,15716,90,hiphop,M,076094,vali,
W,18506,80,bodyconscious,W,019364,vali,
W,15362,60,mods,M,199569,vali,66563.0
W,05787,10,sportivecasual,W,028409,vali,
W,18613,00,cityglam,W,119676,vali,63316.0
W,12904,50,ivy,M,135385,vali,63757.0
W,05580,10,sportivecasual,W,096886,vali,
W,12298,70,hippie,M,213169,vali,67063.0
W,19945,70,hippie,W,112951,vali,62728.0
W,02837,00,metrosexual,M,023853,vali,
T,01514,50,ivy,M,195603,vali,66413.0
W,07187,70,hippie,M,119307,vali,63285.0
W,10253,90,grunge,W,131046,vali,63609.0
W,12897,10,sportivecasual,M,138373,vali,63934.0
W,01387,50,feminine,W,099803,vali,
W,34487,10,athleisure,W,137353,vali,63898.0
W,10823,50,ivy,M,055666,vali,
W,03125,80,bodyconscious,W,134728,vali,63740.0
W,18546,50,classic,W,219280,vali,67415.0
T,15856,10,sportivecasual,M,036477,vali,
W,32445,60,mods,M,096856,vali,
W,05258,90,kitsch,W,130045,vali,63583.0
W,02820,00,metrosexual,M,149492,vali,64441.0
W,14923,60,minimal,W,028346,vali,
W,02728,60,mods,M,101903,vali,61493.0
W,06011,80,powersuit,W,091002,vali,
W,08913,10,athleisure,W,129827,vali,63578.0
W,16690,60,mods,M,012627,vali,
W,19833,50,ivy,M,087668,vali,
W,03587,10,sportivecasual,W,126119,vali,63494.0
W,01020,50,feminine,W,107265,vali,62177.0
W,11262,00,oriental,W,154023,vali,64598.0
W,15497,70,hippie,M,067628,vali,
W,38588,19,genderless,W,158679,vali,64747.0
W,04927,50,feminine,W,165893,vali,64928.0
W,11444,80,bodyconscious,W,134543,vali,63734.0
W,27042,60,mods,M,055659,vali,
T,02946,90,hiphop,M,200363,vali,66586.0
W,17944,70,hippie,M,129543,vali,63571.0
W,03732,10,sportivecasual,W,124224,vali,63451.0
W,19075,50,classic,W,011240,vali,
W,27138,60,mods,M,151069,vali,64504.0
W,09750,90,hiphop,W,122136,vali,63403.0
W,23519,60,minimal,W,082776,vali,
W,12744,50,ivy,M,154660,vali,64632.0
W,11680,00,cityglam,W,010641,vali,
W,06502,80,bodyconscious,W,035777,vali,
W,06522,50,ivy,M,025605,vali,
W,06214,90,hiphop,M,044269,vali,
W,30559,50,ivy,M,044673,vali,
W,11726,50,feminine,W,225722,vali,67617.0
W,12393,50,ivy,M,110473,vali,62461.0
W,34024,10,sportivecasual,W,158645,vali,64747.0
W,27042,60,mods,M,143016,vali,64151.0
W,16067,80,bold,M,149506,vali,64441.0
W,00028,50,ivy,M,147836,vali,64345.0
W,18205,50,feminine,W,152835,vali,64561.0
W,09085,60,minimal,W,098369,vali,
W,16485,00,metrosexual,M,092860,vali,
W,16541,50,ivy,M,016705,vali,
W,03536,70,military,W,113076,vali,62734.0
W,06358,60,minimal,W,093496,vali,
W,19335,50,feminine,W,223474,vali,67546.0
W,01654,90,hiphop,M,100481,vali,61333.0
W,11200,00,oriental,W,004237,vali,
W,11266,60,popart,W,004114,vali,
W,04994,60,popart,W,121417,vali,63383.0
W,03144,50,classic,W,149108,vali,64407.0
W,24109,60,mods,M,147437,vali,64321.0
W,04237,60,mods,M,213706,vali,67085.0
W,32445,60,mods,M,146754,vali,64296.0
W,07099,50,ivy,M,122624,vali,63413.0
W,17481,10,sportivecasual,M,031935,vali,
W,15341,60,mods,M,093973,vali,
W,12476,90,hiphop,M,087656,vali,
W,00851,10,sportivecasual,M,060362,vali,
W,01020,50,feminine,W,129437,vali,63569.0
W,06557,60,mods,M,018964,vali,
W,15699,70,hippie,M,032608,vali,
W,04245,70,hippie,M,148785,vali,64397.0
W,30403,60,mods,M,118723,vali,63238.0
W,18026,60,space,W,121410,vali,63383.0
W,10455,60,space,W,086415,vali,
T,15497,10,sportivecasual,M,216060,vali,67211.0
W,15140,80,bold,M,122202,vali,63405.0
W,30027,50,ivy,M,144165,vali,64203.0
W,09620,70,hippie,W,123064,vali,63425.0
W,01234,10,sportivecasual,W,003718,vali,
W,12773,50,ivy,M,088494,vali,
W,14417,10,sportivecasual,W,124499,vali,63457.0
W,44330,10,sportivecasual,W,109935,vali,62414.0
W,00161,60,space,W,041418,vali,
W,05876,70,hippie,M,022416,vali,
W,24590,60,mods,M,197563,vali,66503.0
W,17874,80,bold,M,115699,vali,62987.0
W,27765,60,mods,M,215358,vali,67164.0
W,24883,00,metrosexual,M,153006,vali,64567.0
W,00931,10,sportivecasual,M,031927,vali,
W,05271,50,feminine,W,131002,vali,63608.0
W,01998,90,lingerie,W,106751,vali,62113.0
W,16247,70,hippie,M,234239,vali,68038.0
W,17867,50,ivy,M,013337,vali,
W,04678,50,ivy,M,001042,vali,
W,37404,60,space,W,039232,vali,
W,15362,60,mods,M,027136,vali,
W,11632,70,punk,W,126687,vali,63506.0
T,21986,70,hippie,M,233675,vali,67975.0
W,15722,70,hippie,M,138336,vali,63934.0
W,09777,90,hiphop,M,139017,vali,63957.0
W,27791,00,metrosexual,M,092032,vali,
T,00804,50,classic,W,210542,vali,66953.0
W,05562,10,sportivecasual,W,099281,vali,
W,23904,50,ivy,M,151976,vali,64531.0
W,16693,70,hippie,M,199128,vali,66550.0
W,15370,50,ivy,M,145836,vali,64266.0
W,14218,19,genderless,W,035442,vali,
W,10749,00,ecology,W,084292,vali,
W,16341,60,mods,M,114404,vali,62868.0
W,24770,60,mods,M,168517,vali,64989.0
W,10186,80,powersuit,W,036298,vali,
W,05667,10,athleisure,W,129779,vali,63577.0
W,06867,60,mods,M,125552,vali,63481.0
W,06786,70,hippie,M,057000,vali,
W,08246,80,bodyconscious,W,087097,vali,
W,32445,60,mods,M,159386,vali,64762.0
W,08467,80,bodyconscious,W,099931,vali,
W,15503,70,hippie,M,120841,vali,63369.0
W,04268,70,hippie,M,080055,vali,
W,22056,70,hippie,W,200544,vali,66592.0
W,29942,50,ivy,M,044052,vali,
W,01178,00,oriental,W,115410,vali,62952.0
W,12393,50,ivy,M,120823,vali,63369.0
W,12880,19,normcore,M,168531,vali,64989.0
W,14914,50,feminine,W,206980,vali,66823.0
W,17742,80,bold,M,233676,vali,67975.0
T,15499,10,sportivecasual,M,209755,vali,66902.0
W,17062,19,normcore,M,101901,vali,61493.0
W,16034,80,bold,M,044930,vali,
W,04801,19,lounge,W,126442,vali,63501.0
W,03587,10,sportivecasual,W,009441,vali,
W,05787,10,sportivecasual,W,061525,vali,
W,08862,10,sportivecasual,W,132334,vali,63643.0
W,18026,60,space,W,134597,vali,63736.0
W,11610,90,grunge,W,137443,vali,63903.0
W,12315,80,bold,M,116948,vali,63095.0
W,19335,50,feminine,W,078046,vali,
W,15375,80,bold,M,084092,vali,
W,12744,50,ivy,M,118755,vali,63241.0
W,04349,00,metrosexual,M,096785,vali,
W,30593,50,ivy,M,052790,vali,
W,16578,90,hiphop,M,065462,vali,
W,15722,70,hippie,M,055879,vali,
W,04670,10,sportivecasual,M,016736,vali,
W,12668,10,sportivecasual,M,076004,vali,
W,09156,50,ivy,M,082899,vali,
W,14570,60,minimal,W,036685,vali,
W,14512,60,minimal,W,130042,vali,63583.0
W,08246,80,bodyconscious,W,005371,vali,
W,05791,10,sportivecasual,W,080944,vali,
W,16347,70,hippie,M,136398,vali,63819.0
W,10510,60,space,W,012468,vali,
W,26393,50,ivy,M,086739,vali,
W,13535,80,powersuit,W,084741,vali,
W,03685,10,athleisure,W,135515,vali,63760.0
W,37404,60,space,W,197771,vali,66513.0
W,44789,80,powersuit,W,099822,vali,
W,05502,00,ecology,W,117949,vali,63156.0
W,15497,70,hippie,M,018012,vali,
W,15404,50,ivy,M,135855,vali,63769.0
W,02651,50,feminine,W,116540,vali,63057.0
W,15340,50,ivy,M,139545,vali,63986.0
W,33240,80,bodyconscious,W,152863,vali,64561.0
W,10186,80,powersuit,W,135204,vali,63752.0
W,06557,60,mods,M,041528,vali,
W,12599,60,mods,M,205176,vali,66765.0
W,24535,70,hippie,M,235695,vali,68396.0
W,08951,19,normcore,W,098383,vali,
W,19602,19,lounge,W,116483,vali,63053.0
W,11610,90,grunge,W,158676,vali,64747.0
W,51577,50,ivy,M,196773,vali,66469.0
W,32034,80,bold,M,012661,vali,
W,14785,00,cityglam,W,020291,vali,
W,04629,90,hiphop,M,146274,vali,64284.0
W,25909,10,sportivecasual,M,091940,vali,
W,12524,00,metrosexual,M,234002,vali,68011.0
W,06438,00,ecology,W,125472,vali,63479.0
W,09881,10,sportivecasual,M,148781,vali,64397.0
W,61255,00,cityglam,W,174430,vali,65145.0
W,14102,50,feminine,W,052374,vali,
W,19267,70,disco,W,125244,vali,63474.0
W,08492,70,punk,W,008275,vali,
W,24838,70,hippie,M,119290,vali,63285.0
W,04845,19,lounge,W,130074,vali,63583.0
W,37404,60,space,W,160310,vali,64785.0
W,11163,60,mods,M,210268,vali,66935.0
W,19820,50,feminine,W,198634,vali,66535.0
W,06190,60,mods,M,136122,vali,63787.0
W,18737,50,feminine,W,230365,vali,67788.0
W,25020,90,hiphop,M,106867,vali,62130.0
W,10066,50,ivy,M,062973,vali,
W,05892,10,sportivecasual,M,138084,vali,63927.0
W,14852,50,feminine,W,149092,vali,64407.0
T,06148,80,bold,M,065343,vali,
W,04245,70,hippie,M,212309,vali,67028.0
W,17353,50,ivy,M,109247,vali,62349.0
W,15295,60,mods,M,104360,vali,61818.0
W,15762,70,hippie,M,154653,vali,64631.0
W,06551,60,mods,M,001018,vali,
W,06917,19,normcore,M,054285,vali,
W,02140,10,sportivecasual,W,004046,vali,
W,09021,60,minimal,W,127206,vali,63517.0
W,03771,00,oriental,W,035937,vali,
W,34080,70,hippie,M,009370,vali,
W,06015,80,powersuit,W,123796,vali,63442.0
W,01056,00,cityglam,W,133693,vali,63715.0
W,13781,60,minimal,W,130764,vali,63601.0
W,24152,60,mods,M,125989,vali,63491.0
W,32314,19,normcore,M,172418,vali,65081.0
W,19945,70,hippie,W,119673,vali,63316.0
W,27854,50,ivy,M,186050,vali,65723.0
W,03623,70,punk,W,134645,vali,63738.0
W,11509,80,bodyconscious,W,124930,vali,63466.0
W,41158,10,sportivecasual,W,115436,vali,62952.0
W,12298,70,hippie,M,173004,vali,65097.0
W,32257,90,hiphop,M,076568,vali,
W,02845,60,mods,M,126636,vali,63505.0
W,12656,00,metrosexual,M,203219,vali,66710.0
W,12027,90,kitsch,W,048277,vali,
W,15192,00,metrosexual,M,044156,vali,
W,12462,90,hiphop,M,230873,vali,67805.0
W,00946,50,ivy,M,014445,vali,
W,17787,50,ivy,M,091647,vali,
W,31823,19,normcore,M,055665,vali,
W,13398,80,powersuit,W,125179,vali,63473.0
T,13010,00,oriental,W,205747,vali,66784.0
W,04854,50,feminine,W,097770,vali,
W,26397,70,hippie,M,156826,vali,64698.0
W,11912,50,feminine,W,032256,vali,
W,14488,60,minimal,W,033392,vali,
W,09156,50,ivy,M,091556,vali,
W,17619,00,metrosexual,M,235581,vali,68366.0
W,51514,50,ivy,M,202727,vali,66690.0
W,00073,50,ivy,M,047106,vali,
W,00974,10,sportivecasual,W,132432,vali,63653.0
W,13957,80,powersuit,W,126944,vali,63512.0
W,15699,70,hippie,M,140362,vali,64025.0
W,00974,10,sportivecasual,W,127177,vali,63516.0
W,27819,70,hippie,M,092590,vali,
W,15520,70,hippie,M,126670,vali,63505.0
W,06864,10,sportivecasual,M,093392,vali,
W,12128,80,bold,M,230574,vali,67794.0
W,05271,50,feminine,W,047904,vali,
W,16375,80,bold,M,049391,vali,
W,17447,80,bold,M,023336,vali,
W,34080,70,hippie,M,150745,vali,64496.0
W,07187,70,hippie,M,122730,vali,63415.0
W,17655,80,bold,M,137658,vali,63913.0
W,17857,00,metrosexual,M,098965,vali,
W,19545,00,oriental,W,094385,vali,
W,23964,60,mods,M,009369,vali,
W,30593,50,ivy,M,118330,vali,63195.0
W,11024,70,hippie,M,144817,vali,64223.0
W,12904,50,ivy,M,046123,vali,
W,10104,60,mods,M,001860,vali,
W,28022,50,ivy,M,149033,vali,64405.0
W,18622,60,minimal,W,135378,vali,63756.0
W,12214,70,hippie,M,198662,vali,66539.0
W,12460,60,mods,M,094015,vali,
W,08467,80,bodyconscious,W,016764,vali,
W,05562,10,sportivecasual,W,051465,vali,
W,27700,70,hippie,M,152770,vali,64557.0
W,34093,60,minimal,W,099804,vali,
W,12725,70,hippie,M,090529,vali,
