W/T,imageID,C,style,sex,surveyID,train/vali,R_id,Q5
W,17305,70,hippie,M,001828,vali,837,2
W,12315,80,bold,M,232264,vali,67873,2
W,32445,60,mods,M,212206,vali,67024,1
W,17366,19,normcore,M,143155,vali,64153,2
W,13781,60,minimal,W,127305,vali,63520,2
T,15856,10,sportivecasual,M,043227,vali,27102,2
W,24486,70,hippie,M,081096,vali,58369,1
W,15998,80,bold,M,105068,vali,61915,1
W,15244,80,bold,M,040766,vali,25630,2
W,16172,70,hippie,M,125553,vali,63481,1
W,02223,19,normcore,W,109428,vali,62361,2
W,01000,10,sportivecasual,W,134031,vali,63722,2
W,15440,70,hippie,M,049390,vali,28912,1
W,28719,10,sportivecasual,M,190898,vali,66077,1
W,04237,60,mods,M,193494,vali,66313,1
W,15141,70,hippie,M,141454,vali,64068,1
W,04854,50,feminine,W,037876,vali,24189,2
W,26200,50,ivy,M,108311,vali,62256,2
W,15340,50,ivy,M,001058,vali,368,1
W,19825,70,hippie,W,004067,vali,1991,1
W,10191,00,oriental,W,164943,vali,64908,1
W,16501,70,hippie,M,137042,vali,63861,1
W,06531,60,mods,M,211768,vali,67013,2
T,15791,10,sportivecasual,W,205050,vali,66761,2
W,13859,10,athleisure,W,014781,vali,10771,1
W,29258,80,bold,M,023386,vali,18667,2
W,15684,70,hippie,M,021659,vali,17880,1
T,06502,10,sportivecasual,M,207573,vali,66842,2
W,03992,70,punk,W,079741,vali,58251,2
T,14914,19,normcore,W,227675,vali,67687,1
W,24493,70,hippie,M,037422,vali,23910,2
W,31790,00,metrosexual,M,147083,vali,64310,1
W,39812,90,kitsch,W,203952,vali,66731,1
W,12378,80,bold,M,094017,vali,60434,1
W,40642,10,sportivecasual,W,171911,vali,65071,1
W,25235,60,mods,M,006916,vali,2672,1
W,23410,60,minimal,W,151027,vali,64503,2
W,15569,70,hippie,M,138352,vali,63934,1
W,13254,80,powersuit,W,078451,vali,57689,2
W,14852,50,feminine,W,123287,vali,63430,1
T,11024,00,cityglam,W,052290,vali,29675,1
W,14488,60,minimal,W,121449,vali,63384,1
W,56334,10,sportivecasual,W,197784,vali,66513,1
W,15745,80,bold,M,049382,vali,28912,1
W,12092,80,bold,M,230093,vali,67780,2
W,29942,50,ivy,M,162706,vali,64853,1
W,11659,50,feminine,W,115438,vali,62952,1
W,16906,10,sportivecasual,M,154732,vali,64633,2
W,24758,50,ivy,M,090728,vali,59975,1
W,32136,50,ivy,M,153060,vali,64569,2
W,22510,80,powersuit,W,015871,vali,11908,1
W,18026,60,space,W,092388,vali,60148,1
W,06788,60,mods,M,109514,vali,62365,2
W,01389,10,sportivecasual,W,127783,vali,63530,1
W,15362,60,mods,M,147071,vali,64310,1
W,29023,00,metrosexual,M,118785,vali,63241,2
W,03951,00,cityglam,W,127557,vali,63525,1
W,07271,10,sportivecasual,M,144662,vali,64216,2
W,18026,60,space,W,005705,vali,2146,1
W,18992,70,military,W,209907,vali,66910,2
W,10722,60,space,W,194667,vali,66383,1
W,16485,00,metrosexual,M,207576,vali,66842,1
W,17441,60,mods,M,102538,vali,61573,2
W,00851,10,sportivecasual,M,186686,vali,65752,2
W,26525,60,minimal,W,009713,vali,5112,1
W,30559,50,ivy,M,143623,vali,64185,1
W,26525,60,minimal,W,017761,vali,13996,2
W,16172,70,hippie,M,031042,vali,21569,1
W,30431,80,powersuit,W,154038,vali,64598,2
W,06030,90,hiphop,W,063306,vali,42460,1
W,04643,50,ivy,M,116185,vali,63038,1
W,01549,50,ivy,M,120839,vali,63369,2
W,07333,70,hippie,M,200761,vali,66598,1
W,16269,80,bold,M,024633,vali,18884,1
W,30593,50,ivy,M,103688,vali,61699,2
W,14221,80,bodyconscious,W,095476,vali,60637,1
W,12393,50,ivy,M,126643,vali,63505,2
W,15499,70,hippie,M,045898,vali,28460,1
W,17697,50,ivy,M,000457,vali,133,1
W,02306,70,disco,W,109415,vali,62361,2
W,09620,70,hippie,W,134068,vali,63723,1
W,27042,60,mods,M,143632,vali,64185,2
W,10844,60,mods,M,125593,vali,63481,1
W,03522,80,powersuit,W,120785,vali,63368,2
W,17202,60,mods,M,138351,vali,63934,1
W,02770,90,hiphop,M,092982,vali,60234,2
W,11659,50,feminine,W,032648,vali,22458,1
W,12702,10,sportivecasual,M,121667,vali,63392,1
W,05665,19,genderless,W,031404,vali,22215,2
W,05876,70,hippie,M,001411,vali,559,1
W,12615,50,ivy,M,094230,vali,60465,1
W,01933,50,feminine,W,099786,vali,61250,2
W,28022,50,ivy,M,143615,vali,64185,1
W,11163,60,mods,M,136832,vali,63844,1
W,13329,50,feminine,W,101423,vali,61443,2
W,09083,00,ecology,W,102600,vali,61576,1
W,22943,10,athleisure,W,057639,vali,32522,1
T,01514,50,ivy,M,191627,vali,66139,2
W,13329,50,feminine,W,129282,vali,63566,2
W,14923,60,minimal,W,124453,vali,63456,1
W,52231,50,ivy,M,061652,vali,37927,1
W,07187,70,hippie,M,122209,vali,63405,1
W,10112,50,ivy,M,048433,vali,28786,2
W,18058,50,classic,W,130033,vali,63583,2
W,17742,80,bold,M,048851,vali,28828,1
W,15762,70,hippie,M,114846,vali,62901,2
W,02688,60,mods,M,051391,vali,29405,1
W,19075,50,classic,W,063614,vali,42597,1
W,10251,70,punk,W,207556,vali,66841,2
W,34024,10,sportivecasual,W,008811,vali,4260,1
W,04643,50,ivy,M,084105,vali,59083,2
W,18730,50,feminine,W,122945,vali,63423,1
W,17854,10,sportivecasual,M,132984,vali,63690,2
W,25194,00,metrosexual,M,208950,vali,66878,1
W,47122,80,powersuit,W,002181,vali,1004,1
W,25235,60,mods,M,149496,vali,64441,1
W,07643,90,grunge,W,130964,vali,63607,1
W,17787,50,ivy,M,096797,vali,60874,1
W,16283,90,hiphop,M,040057,vali,25351,1
W,13251,19,normcore,W,123492,vali,63435,1
T,04629,90,hiphop,W,100597,vali,61341,1
W,08402,90,grunge,W,076310,vali,55031,1
W,27138,60,mods,M,171387,vali,65058,1
W,28203,10,sportivecasual,M,107097,vali,62155,1
W,15440,70,hippie,M,215268,vali,67155,1
W,14796,60,minimal,W,117945,vali,63156,2
W,23900,50,ivy,M,044819,vali,28030,1
W,27750,60,mods,M,147404,vali,64320,1
W,13277,50,classic,W,024986,vali,19009,2
W,07238,90,hiphop,M,020886,vali,17349,2
W,17310,70,hippie,M,135428,vali,63757,1
W,52140,70,hippie,M,037839,vali,24171,1
W,12656,00,metrosexual,M,114108,vali,62836,2
W,18482,50,feminine,W,109413,vali,62361,2
W,18249,50,feminine,W,090670,vali,59972,2
W,03125,80,bodyconscious,W,075212,vali,54281,1
W,10073,70,hippie,M,012668,vali,7905,1
W,07811,80,powersuit,W,104395,vali,61821,1
W,03258,00,ecology,W,090607,vali,59966,2
W,17944,70,hippie,M,099921,vali,61260,1
W,29993,90,hiphop,M,074391,vali,53782,2
W,25202,90,hiphop,M,013349,vali,8915,1
W,10066,50,ivy,M,137680,vali,63913,1
W,05716,19,normcore,W,004281,vali,1999,2
W,24141,50,ivy,M,100551,vali,61337,1
W,04207,50,ivy,M,047081,vali,28566,2
W,14572,50,classic,W,086630,vali,59523,2
W,11680,00,cityglam,W,029861,vali,20768,1
T,06190,10,sportivecasual,W,013401,vali,8973,2
W,41158,10,sportivecasual,W,088968,vali,59829,2
W,06860,19,normcore,M,122215,vali,63405,2
W,16704,00,metrosexual,M,120570,vali,63364,1
W,33006,60,mods,M,128613,vali,63547,2
W,18730,50,feminine,W,005896,vali,2245,2
W,08691,10,sportivecasual,W,008262,vali,3806,2
W,14039,00,cityglam,W,032128,vali,22384,1
W,03951,00,cityglam,W,080300,vali,58291,1
W,04973,90,kitsch,W,032219,vali,22397,1
W,17539,00,metrosexual,M,120828,vali,63369,1
W,02677,60,mods,M,085987,vali,59449,2
W,23900,50,ivy,M,176062,vali,65216,1
W,15217,00,metrosexual,M,042307,vali,26518,1
W,08886,10,athleisure,W,126699,vali,63506,1
W,10844,60,mods,M,093412,vali,60270,2
W,03522,80,powersuit,W,132380,vali,63644,1
W,18094,60,space,W,016328,vali,12223,1
W,07445,80,bodyconscious,W,004843,vali,2032,1
W,12599,60,mods,M,079571,vali,58193,2
W,15120,60,mods,M,121335,vali,63381,1
W,00625,80,bodyconscious,W,127174,vali,63516,2
T,05321,50,classic,W,100447,vali,61327,2
W,17655,80,bold,M,140955,vali,64050,1
W,15375,80,bold,M,114897,vali,62904,1
W,06522,50,ivy,M,107736,vali,62203,2
W,15295,60,mods,M,199586,vali,66563,1
W,15248,50,ivy,M,139628,vali,63989,2
W,27765,60,mods,M,207594,vali,66842,2
W,04245,70,hippie,M,149978,vali,64466,2
T,05321,50,classic,W,115036,vali,62913,2
W,01549,50,ivy,M,087693,vali,59704,2
W,12567,60,mods,M,007364,vali,3022,2
W,07316,00,metrosexual,M,214101,vali,67101,2
W,06895,00,metrosexual,M,216380,vali,67224,2
W,20986,70,disco,W,099780,vali,61250,1
W,06955,10,sportivecasual,M,031769,vali,22266,1
W,25235,60,mods,M,160118,vali,64779,1
W,03717,10,athleisure,W,105700,vali,61974,1
W,01853,60,mods,M,146412,vali,64286,1
W,16851,10,sportivecasual,M,146359,vali,64285,2
W,04678,50,ivy,M,088100,vali,59783,1
W,17305,70,hippie,M,180176,vali,65436,2
W,17796,00,metrosexual,M,060369,vali,35514,1
W,02557,00,ecology,W,123523,vali,63435,2
W,11262,00,oriental,W,153723,vali,64591,1
W,10823,50,ivy,M,040156,vali,25446,2
W,14055,60,minimal,W,010779,vali,6241,1
W,27138,60,mods,M,128605,vali,63547,1
W,06533,60,mods,M,114629,vali,62879,1
W,16347,70,hippie,M,139824,vali,63998,1
W,19520,50,feminine,W,139047,vali,63959,2
W,06626,00,metrosexual,M,043790,vali,27404,2
W,53446,80,bold,M,189454,vali,65956,1
W,04324,90,hiphop,M,108465,vali,62264,2
W,14828,50,classic,W,197737,vali,66513,2
W,22783,70,hippie,W,001634,vali,681,1
W,19559,00,oriental,W,130046,vali,63583,1
W,14221,80,bodyconscious,W,126496,vali,63502,2
T,14538,00,cityglam,W,079785,vali,58251,2
W,30403,60,mods,M,145555,vali,64252,1
W,00012,50,ivy,M,049371,vali,28912,1
W,16219,70,hippie,M,126678,vali,63505,2
W,16219,70,hippie,M,045789,vali,28446,1
W,08139,10,athleisure,W,098577,vali,61114,1
W,29942,50,ivy,M,146128,vali,64280,1
W,13254,80,powersuit,W,063142,vali,42025,1
W,12393,50,ivy,M,137505,vali,63904,1
W,06531,60,mods,M,041495,vali,26021,2
W,28338,80,powersuit,W,040725,vali,25625,2
T,01123,90,hiphop,M,201603,vali,66640,2
W,16851,10,sportivecasual,M,137545,vali,63910,2
W,09475,00,cityglam,W,206968,vali,66821,1
W,07877,70,disco,W,033908,vali,22868,1
W,45137,00,ecology,W,136367,vali,63805,1
W,16219,70,hippie,M,234231,vali,68038,1
W,15662,19,normcore,M,144672,vali,64216,2
T,08886,19,normcore,W,195214,vali,66400,1
W,09479,70,hippie,W,086549,vali,59506,2
W,62313,00,oriental,W,171926,vali,65071,1
W,15319,50,ivy,M,012683,vali,7905,1
W,02728,60,mods,M,138104,vali,63928,1
W,18730,50,feminine,W,091174,vali,60002,1
W,14102,50,feminine,W,179210,vali,65392,1
W,10504,00,oriental,W,039087,vali,24782,2
W,02677,60,mods,M,090569,vali,59965,2
W,06522,50,ivy,M,001984,vali,895,1
W,25411,70,hippie,M,218142,vali,67326,1
W,12247,80,bold,M,123223,vali,63428,1
W,11262,00,oriental,W,135584,vali,63761,1
W,06533,60,mods,M,094789,vali,60538,2
W,52231,50,ivy,M,036546,vali,23561,2
T,15225,80,bodyconscious,W,087630,vali,59693,2
W,00073,50,ivy,M,138813,vali,63952,2
W,05653,80,bodyconscious,W,044534,vali,27867,1
W,06867,60,mods,M,122633,vali,63413,2
W,13535,80,powersuit,W,012454,vali,7658,1
W,18249,50,feminine,W,140627,vali,64036,1
W,01273,90,lingerie,W,131177,vali,63613,2
T,21992,70,hippie,M,041360,vali,25975,2
W,15248,50,ivy,M,133737,vali,63716,2
W,16693,70,hippie,M,015071,vali,11155,1
W,34093,60,minimal,W,167044,vali,64952,2
W,09551,00,cityglam,W,029485,vali,20637,2
W,11903,00,oriental,W,107270,vali,62177,1
W,19003,50,feminine,W,129274,vali,63566,1
W,02936,00,metrosexual,M,144753,vali,64221,1
W,17443,90,hiphop,M,122211,vali,63405,1
T,06557,90,hiphop,W,088882,vali,59827,2
W,44918,60,minimal,W,015245,vali,11531,2
W,32800,60,mods,M,147671,vali,64337,1
W,16578,90,hiphop,M,055889,vali,30902,1
W,15791,70,hippie,M,023842,vali,18730,1
W,37491,70,military,W,158666,vali,64747,2
W,03144,50,classic,W,081161,vali,58403,2
W,24211,70,hippie,M,150728,vali,64495,1
W,01179,10,sportivecasual,W,123084,vali,63425,2
W,19833,50,ivy,M,063285,vali,42339,1
W,12460,60,mods,M,088192,vali,59789,1
W,02275,70,disco,W,123528,vali,63435,2
W,04622,60,mods,M,001059,vali,368,2
W,26211,50,ivy,M,104632,vali,61859,1
W,11266,60,popart,W,135572,vali,63761,1
W,02677,60,mods,M,119439,vali,63296,1
W,16446,10,sportivecasual,M,085357,vali,59319,1
W,27850,50,ivy,M,108778,vali,62291,2
W,17697,50,ivy,M,115737,vali,62987,1
W,19833,50,ivy,M,067942,vali,49717,1
W,03842,50,feminine,W,021040,vali,17391,1
W,12746,00,metrosexual,M,088515,vali,59812,1
W,03959,50,classic,W,042427,vali,26594,2
W,15701,90,hiphop,M,101931,vali,61493,1
W,32233,00,metrosexual,M,147091,vali,64310,1
W,01294,10,sportivecasual,W,086561,vali,59506,2
W,08977,19,normcore,W,127294,vali,63520,2
W,13354,50,feminine,W,098384,vali,61104,1
W,18506,80,bodyconscious,W,132397,vali,63644,1
W,27700,70,hippie,M,040208,vali,25470,1
W,58887,00,metrosexual,M,196770,vali,66469,1
W,10112,50,ivy,M,095755,vali,60689,2
W,34952,19,genderless,W,154025,vali,64598,2
W,06883,60,mods,M,137673,vali,63913,2
W,16630,50,ivy,M,088510,vali,59812,1
W,22239,60,space,W,085256,vali,59316,2
W,28563,90,hiphop,M,071555,vali,52030,1
W,04854,50,feminine,W,079780,vali,58251,2
W,19520,50,feminine,W,079747,vali,58251,2
T,04636,90,hiphop,W,064091,vali,43083,2
W,07226,90,hiphop,M,026093,vali,19339,1
W,06985,00,metrosexual,M,069371,vali,50357,1
W,05312,80,bodyconscious,W,061539,vali,37614,1
W,09307,60,popart,W,125185,vali,63473,1
W,12067,00,ecology,W,132390,vali,63644,2
W,09152,60,mods,M,060373,vali,35514,2
W,25209,90,hiphop,M,152997,vali,64567,2
W,02095,60,popart,W,129665,vali,63574,2
W,13574,90,hiphop,W,002421,vali,1073,1
W,52231,50,ivy,M,179527,vali,65409,1
W,09119,60,mods,M,077208,vali,56035,2
W,14299,70,disco,W,089417,vali,59857,1
W,02962,10,sportivecasual,M,135894,vali,63769,2
W,24573,00,metrosexual,M,070185,vali,51149,2
W,29023,00,metrosexual,M,071389,vali,51834,1
W,01234,10,sportivecasual,W,008637,vali,4188,2
W,33329,50,ivy,M,159768,vali,64772,2
W,08262,50,feminine,W,127992,vali,63535,1
W,10253,90,grunge,W,105731,vali,61974,1
W,19559,00,oriental,W,023650,vali,18706,1
W,08866,10,sportivecasual,W,124249,vali,63452,2
W,10779,50,ivy,M,083132,vali,58839,2
W,02394,10,sportivecasual,W,002431,vali,1073,2
W,10686,50,classic,W,131765,vali,63627,1
W,15486,00,metrosexual,M,120844,vali,63369,1
W,03224,50,feminine,W,082422,vali,58731,1
W,39793,80,powersuit,W,197765,vali,66513,1
W,14796,60,minimal,W,129070,vali,63562,1
W,03791,70,disco,W,130847,vali,63604,1
W,06814,60,mods,M,144816,vali,64223,2
W,06011,80,powersuit,W,130211,vali,63586,2
W,09577,19,lounge,W,132376,vali,63644,2
W,09376,00,cityglam,W,006772,vali,2609,1
W,00191,10,sportivecasual,W,124333,vali,63454,2
W,14787,60,minimal,W,093831,vali,60404,1
W,24211,70,hippie,M,146338,vali,64285,1
W,15756,70,hippie,M,013297,vali,8892,1
W,00492,50,ivy,M,129541,vali,63571,1
W,12315,80,bold,M,045483,vali,28358,1
W,17796,00,metrosexual,M,218047,vali,67321,1
W,14570,60,minimal,W,092548,vali,60173,2
W,15766,00,metrosexual,M,092693,vali,60203,1
W,12635,70,hippie,M,094249,vali,60465,1
W,01236,10,sportivecasual,W,119234,vali,63283,1
W,16704,00,metrosexual,M,114408,vali,62868,2
W,17310,70,hippie,M,166554,vali,64943,1
W,10510,60,space,W,124786,vali,63463,1
W,15294,50,ivy,M,133374,vali,63708,1
W,15729,90,hiphop,M,160246,vali,64783,1
W,02392,50,feminine,W,022890,vali,18595,1
W,16247,70,hippie,M,122059,vali,63401,2
T,21988,70,hippie,M,005311,vali,2072,2
W,08691,10,sportivecasual,W,028591,vali,20437,2
W,44232,90,kitsch,W,171925,vali,65071,1
W,12260,80,bold,M,185672,vali,65704,2
W,11024,70,hippie,M,069186,vali,50277,1
W,10104,60,mods,M,056525,vali,31408,1
W,05917,60,space,W,075235,vali,54281,2
W,10107,60,mods,M,031041,vali,21569,2
W,18249,50,feminine,W,127727,vali,63529,1
W,07121,80,bold,M,032593,vali,22448,2
W,28141,19,normcore,M,112376,vali,62653,1
W,00012,50,ivy,M,088058,vali,59778,2
W,11509,80,bodyconscious,W,004443,vali,2004,1
W,32407,60,mods,M,212355,vali,67030,1
W,01075,10,sportivecasual,W,013460,vali,9096,2
W,52521,50,ivy,M,192771,vali,66230,1
W,24598,80,bold,M,146673,vali,64295,1
W,15998,80,bold,M,039398,vali,24912,1
W,16075,80,bold,M,106858,vali,62130,1
W,47408,80,powersuit,W,148431,vali,64372,1
W,04638,00,metrosexual,M,045518,vali,28371,2
W,12746,00,metrosexual,M,107533,vali,62194,1
T,21992,70,hippie,M,233716,vali,67975,1
W,18992,70,military,W,042127,vali,26425,2
T,16485,10,sportivecasual,M,092309,vali,60128,2
W,26965,90,hiphop,M,153139,vali,64571,1
W,26200,50,ivy,M,118313,vali,63195,2
W,12803,70,hippie,M,196352,vali,66445,2
W,10103,19,normcore,M,049370,vali,28912,2
W,22239,60,space,W,146562,vali,64292,1
W,17616,70,hippie,M,105861,vali,61992,2
W,33329,50,ivy,M,145665,vali,64257,2
W,06148,50,ivy,M,026443,vali,19421,2
W,10722,60,space,W,123304,vali,63430,1
W,08913,10,athleisure,W,141671,vali,64079,2
W,12342,80,bold,M,021114,vali,17465,1
W,04212,50,ivy,M,144231,vali,64204,1
W,14102,50,feminine,W,166377,vali,64939,1
W,16466,10,sportivecasual,M,045793,vali,28446,1
W,11144,00,metrosexual,M,045792,vali,28446,1
W,03992,70,punk,W,128763,vali,63552,1
T,10510,60,minimal,W,206464,vali,66809,1
W,12567,60,mods,M,026065,vali,19339,2
W,06864,10,sportivecasual,M,036991,vali,23730,2
W,01020,50,feminine,W,223861,vali,67557,2
W,18057,50,classic,W,061964,vali,38645,2
W,02701,60,mods,M,019345,vali,15625,2
W,08886,10,athleisure,W,003147,vali,1512,1
W,17532,70,hippie,M,128887,vali,63557,2
W,13656,80,powersuit,W,043591,vali,27307,1
W,10783,50,ivy,M,020857,vali,17349,1
W,05181,50,feminine,W,194558,vali,66380,2
W,40875,70,punk,W,019982,vali,16076,2
W,34436,60,space,W,034407,vali,23021,1
W,16047,70,hippie,M,088537,vali,59812,1
W,08839,10,athleisure,W,086545,vali,59506,2
W,17235,60,mods,M,121687,vali,63392,1
W,31823,19,normcore,M,080010,vali,58267,2
W,12112,80,bold,M,102083,vali,61506,1
W,25194,00,metrosexual,M,104662,vali,61859,1
W,09479,70,hippie,W,113883,vali,62808,1
W,14914,50,feminine,W,161224,vali,64810,1
W,17304,70,hippie,M,108255,vali,62251,2
W,05653,80,bodyconscious,W,128104,vali,63537,1
W,24685,80,bold,M,149896,vali,64460,1
W,48457,60,minimal,W,104161,vali,61765,2
W,02170,50,feminine,W,141706,vali,64083,1
W,09119,60,mods,M,104658,vali,61859,1
W,12564,00,metrosexual,M,071556,vali,52030,1
W,16485,00,metrosexual,M,129546,vali,63571,1
W,09295,50,classic,W,131403,vali,63617,2
W,30290,50,ivy,M,151060,vali,64504,2
W,25209,90,hiphop,M,156803,vali,64698,1
T,09277,19,lounge,W,205051,vali,66761,2
W,08621,00,cityglam,W,128147,vali,63538,1
W,52140,70,hippie,M,191703,vali,66146,1
W,38656,10,sportivecasual,W,158586,vali,64745,2
W,27899,70,hippie,M,182024,vali,65516,1
W,04670,10,sportivecasual,M,046995,vali,28555,1
W,08839,10,athleisure,W,008170,vali,3752,2
W,00709,60,popart,W,005100,vali,2060,1
T,21986,70,hippie,M,005295,vali,2072,1
W,06190,60,mods,M,213168,vali,67063,2
W,05818,90,lingerie,W,011136,vali,6684,2
W,01886,70,hippie,W,123014,vali,63424,1
W,27750,60,mods,M,146696,vali,64295,2
W,16738,50,ivy,M,139703,vali,63992,2
W,26200,50,ivy,M,076689,vali,55474,2
W,03717,10,athleisure,W,123026,vali,63424,1
W,10820,50,ivy,M,021427,vali,17613,2
W,18202,60,minimal,W,130333,vali,63590,2
W,12092,80,bold,M,055414,vali,30699,1
W,20986,70,disco,W,087179,vali,59648,1
W,14512,60,minimal,W,021203,vali,17492,1
W,34093,60,minimal,W,106019,vali,62011,2
W,06814,60,mods,M,064699,vali,44320,2
W,19356,50,feminine,W,102891,vali,61618,1
W,17032,10,sportivecasual,M,125565,vali,63481,1
W,19352,50,feminine,W,145878,vali,64267,1
W,01387,50,feminine,W,088360,vali,59800,1
W,32136,50,ivy,M,148236,vali,64359,1
W,05526,10,sportivecasual,W,116562,vali,63057,1
W,09747,19,normcore,W,003863,vali,1970,2
W,09277,10,sportivecasual,M,147676,vali,64337,2
W,04629,90,hiphop,M,001312,vali,525,2
W,04522,50,ivy,M,188664,vali,65896,1
W,16624,90,hiphop,M,078851,vali,57952,1
W,12773,50,ivy,M,108253,vali,62251,2
W,15684,70,hippie,M,082349,vali,58711,1
W,10510,60,space,W,108712,vali,62287,2
W,03569,10,sportivecasual,W,036284,vali,23466,1
W,06011,80,powersuit,W,097966,vali,61078,2
W,11235,50,classic,W,013988,vali,9560,1
W,32407,60,mods,M,030703,vali,21432,2
W,34027,10,sportivecasual,W,011521,vali,6917,1
W,04522,50,ivy,M,122591,vali,63413,1
T,11680,80,powersuit,W,193043,vali,66260,2
W,09085,60,minimal,W,102675,vali,61578,1
W,10125,70,hippie,M,109548,vali,62365,1
W,17783,80,bold,M,102481,vali,61549,1
W,07099,50,ivy,M,168205,vali,64979,2
W,07316,00,metrosexual,M,116603,vali,63060,1
W,18080,90,kitsch,W,130767,vali,63601,1
W,17944,70,hippie,M,081369,vali,58460,2
W,15071,00,cityglam,W,032070,vali,22364,2
W,23964,60,mods,M,204282,vali,66741,1
W,14357,70,disco,W,130831,vali,63604,1
W,16341,60,mods,M,053267,vali,29914,2
W,41158,10,sportivecasual,W,109685,vali,62386,1
W,08837,10,sportivecasual,W,088583,vali,59814,2
W,11262,00,oriental,W,004086,vali,1991,1
W,06786,70,hippie,M,147047,vali,64308,2
W,16121,80,bold,M,147898,vali,64346,1
W,15499,70,hippie,M,118405,vali,63207,1
W,25909,10,sportivecasual,M,168647,vali,64991,1
W,12312,80,bold,M,096808,vali,60874,1
W,49765,50,ivy,M,087388,vali,59675,2
W,27040,80,bold,M,116048,vali,63026,1
W,08837,10,sportivecasual,W,125757,vali,63486,2
W,18094,60,space,W,025665,vali,19160,1
W,12460,60,mods,M,047074,vali,28566,1
W,16541,50,ivy,M,104965,vali,61892,1
W,09551,00,cityglam,W,079744,vali,58251,1
T,06910,50,classic,W,208342,vali,66862,2
W,06786,70,hippie,M,093013,vali,60234,1
W,12106,80,bold,M,102054,vali,61506,1
W,29258,80,bold,M,161980,vali,64832,1
W,26211,50,ivy,M,061312,vali,37493,1
W,16104,60,mods,M,214737,vali,67125,1
W,13535,80,powersuit,W,010464,vali,5682,1
W,15762,70,hippie,M,021689,vali,17880,2
W,19833,50,ivy,M,062998,vali,41688,2
W,44330,10,sportivecasual,W,099248,vali,61192,2
W,16503,70,hippie,M,122697,vali,63415,1
W,16819,00,metrosexual,M,045667,vali,28429,1
W,00624,80,bodyconscious,W,027882,vali,20320,1
T,06148,80,bold,M,213956,vali,67098,2
W,24130,60,mods,M,201837,vali,66654,1
W,13696,90,kitsch,W,029852,vali,20768,1
W,24717,60,mods,M,047930,vali,28739,1
W,09085,60,minimal,W,125493,vali,63479,2
W,15716,90,hiphop,M,076094,vali,54840,1
W,18506,80,bodyconscious,W,019364,vali,15650,1
W,15362,60,mods,M,199569,vali,66563,2
W,05787,10,sportivecasual,W,028409,vali,20412,2
W,18613,00,cityglam,W,119676,vali,63316,1
W,12904,50,ivy,M,135385,vali,63757,1
W,05580,10,sportivecasual,W,096886,vali,60883,2
W,12298,70,hippie,M,213169,vali,67063,1
W,19945,70,hippie,W,112951,vali,62728,1
W,02837,00,metrosexual,M,023853,vali,18730,1
T,01514,50,ivy,M,195603,vali,66413,2
W,07187,70,hippie,M,119307,vali,63285,2
W,10253,90,grunge,W,131046,vali,63609,1
W,12897,10,sportivecasual,M,138373,vali,63934,2
W,01387,50,feminine,W,099803,vali,61250,2
W,34487,10,athleisure,W,137353,vali,63898,1
W,10823,50,ivy,M,055666,vali,30790,1
W,03125,80,bodyconscious,W,134728,vali,63740,1
W,18546,50,classic,W,219280,vali,67415,2
T,15856,10,sportivecasual,M,036477,vali,23541,2
W,32445,60,mods,M,096856,vali,60882,2
W,05258,90,kitsch,W,130045,vali,63583,2
W,02820,00,metrosexual,M,149492,vali,64441,1
W,14923,60,minimal,W,028346,vali,20410,2
W,02728,60,mods,M,101903,vali,61493,1
W,06011,80,powersuit,W,091002,vali,59987,1
W,08913,10,athleisure,W,129827,vali,63578,2
W,16690,60,mods,M,012627,vali,7862,2
W,19833,50,ivy,M,087668,vali,59704,1
W,03587,10,sportivecasual,W,126119,vali,63494,2
W,01020,50,feminine,W,107265,vali,62177,2
W,11262,00,oriental,W,154023,vali,64598,1
W,15497,70,hippie,M,067628,vali,49320,1
W,38588,19,genderless,W,158679,vali,64747,2
W,04927,50,feminine,W,165893,vali,64928,2
W,11444,80,bodyconscious,W,134543,vali,63734,2
W,27042,60,mods,M,055659,vali,30790,1
T,02946,90,hiphop,M,200363,vali,66586,2
W,17944,70,hippie,M,129543,vali,63571,1
W,03732,10,sportivecasual,W,124224,vali,63451,2
W,19075,50,classic,W,011240,vali,6712,1
W,27138,60,mods,M,151069,vali,64504,2
W,09750,90,hiphop,W,122136,vali,63403,2
W,23519,60,minimal,W,082776,vali,58781,2
W,12744,50,ivy,M,154660,vali,64632,1
W,11680,00,cityglam,W,010641,vali,5931,1
W,06502,80,bodyconscious,W,035777,vali,23383,2
W,06522,50,ivy,M,025605,vali,19143,2
W,06214,90,hiphop,M,044269,vali,27779,1
W,30559,50,ivy,M,044673,vali,27926,1
W,11726,50,feminine,W,225722,vali,67617,1
W,12393,50,ivy,M,110473,vali,62461,2
W,34024,10,sportivecasual,W,158645,vali,64747,1
W,27042,60,mods,M,143016,vali,64151,1
W,16067,80,bold,M,149506,vali,64441,2
W,00028,50,ivy,M,147836,vali,64345,2
W,18205,50,feminine,W,152835,vali,64561,2
W,09085,60,minimal,W,098369,vali,61104,2
W,16485,00,metrosexual,M,092860,vali,60215,1
W,16541,50,ivy,M,016705,vali,12826,2
W,03536,70,military,W,113076,vali,62734,1
W,06358,60,minimal,W,093496,vali,60289,1
W,19335,50,feminine,W,223474,vali,67546,1
W,01654,90,hiphop,M,100481,vali,61333,1
W,11200,00,oriental,W,004237,vali,1998,2
W,11266,60,popart,W,004114,vali,1993,1
